acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude
510911,,Slight,1,1,01/08/2011,Monday,1,August,11,22,0,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325620,673550,521124,Junction,Pedestrian,362733,unset,EH11RN,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9492045165173,-3.1926138635786203
511111,,Slight,2,1,02/08/2011,Tuesday,2,August,11,15,53,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325330,673070,521469,Junction,Cyclist,362734,unset,EH39EN,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9448477442901,-3.197123387121987
511511,,Slight,2,1,03/08/2011,Wednesday,3,August,11,8,0,230,A,70,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323470,672250,521991,Junction,Cyclist,362735,unset,EH111NX,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9371889986195,-3.2266635066796807
512411,,Serious,1,2,02/08/2011,Tuesday,2,August,11,17,54,230,A,702,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,A,8,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324720,673670,522381,Junction,Pedestrian,356867,unset,EH12DA,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9501421268659,-3.207055413798453
512511,,Slight,2,1,02/08/2011,Tuesday,2,August,11,14,30,230,A,900,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,327240,676340,519256,Junction,T.V.N.P.,362736,unset,EH66RR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9745150589743,-3.167433566252225
512711,,Slight,2,1,03/08/2011,Wednesday,3,August,11,12,35,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321760,673100,521241,Junction,T.V.N.P.,362737,unset,EH126JQ,Control by other authorised person,Central refuge - no other controls,At scene,55.94454864666357,-3.2542765785583505
512911,,Slight,2,1,03/08/2011,Wednesday,3,August,11,17,20,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323670,675640,12232947,Junction,T.V.N.P.,362738,unset,EH41RD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.96767218026009,-3.22442373941931
513211,,Serious,2,2,04/08/2011,Thursday,4,August,11,21,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321040,676790,12226678,Segment,T.V.N.P.,362739,unset,EH45EN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.977576341590726,-3.26688395656474
513411,,Slight,1,1,03/08/2011,Wednesday,3,August,11,15,0,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325640,673490,521547,Junction,Pedestrian,362740,unset,EH11EE,Control by other authorised person,Central refuge - no other controls,At scene,55.948668647123384,-3.1922771173730533
513511,,Slight,1,1,03/08/2011,Wednesday,3,August,11,12,15,230,Unclassified,,Single carriageway - 2 lanes,20,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,311900,674770,0,Unset,Pedestrian,362741,unset,EH299ED,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.95784062402186,-3.412640272115886
513811,,Slight,1,1,30/07/2011,Saturday,30,July,11,1,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lighting unknown,Fine (without high winds),Dry,Road works present,Other object in carriageway,No overtaking,324450,673270,521376,Junction,S.V.N.P.,362465,unset,EH38ED,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94650660186206,-3.211265704795947
514011,,Slight,1,1,25/03/2011,Friday,25,March,11,16,40,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327170,675810,0,Unset,Pedestrian,356869,unset,EH68HP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.969743520186505,-3.1684113902034845
514211,,Slight,2,1,04/08/2011,Thursday,4,August,11,16,45,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325800,674340,566777,Segment,T.V.N.P.,362742,unset,EH13HP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.95632879902219,-3.1899499616323834
514711,,Slight,1,1,03/04/2011,Sunday,3,April,11,18,15,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326760,671760,569321,Segment,Bus,356871,unset,EH92BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.93330048594981,-3.1738769623406347
515311,,Slight,1,1,30/07/2011,Saturday,30,July,11,11,30,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326490,671850,529456,Junction,Pedestrian,362466,unset,EH91SX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9340676902843,-3.1782221790008744
515411,,Slight,2,1,05/08/2011,Friday,5,August,11,7,40,230,B,701,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319080,674170,520356,Junction,Cyclist,362743,unset,EH48DB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.95371562407787,-3.297495336711515
515811,,Serious,1,1,03/08/2011,Wednesday,3,August,11,13,45,230,B,9080,Single carriageway - 2 lanes,60,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,311110,674940,12230607,Segment,Cyclist,362744,unset,EH299EF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.959221884054514,-3.425345137361417
516311,,Slight,1,2,05/08/2011,Friday,5,August,11,8,0,230,Unclassified,,Single carriageway - 2 lanes,60,'T' or staggered junction,Stop sign,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,317210,668720,12230241,Junction,S.V.N.P.,362745,unset,EH144AD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.90444274909634,-3.325761073767084
516811,,Slight,1,1,05/08/2011,Friday,5,August,11,15,10,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324680,673630,0,Unset,Pedestrian,362746,unset,EH12AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94977654079628,-3.2076845967767564
517511,,Serious,2,1,05/08/2011,Friday,5,August,11,17,0,230,A,90,One way Street,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324610,673890,520971,Junction,T.V.N.P.,362747,unset,EH24DR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.95210106551629,-3.2088780260136267
518311,,Slight,2,1,06/08/2011,Saturday,6,August,11,11,22,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323340,674890,520071,Junction,Cyclist,362748,unset,EH41QL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.96088255335853,-3.229495455836919
519111,,Slight,2,1,06/08/2011,Saturday,6,August,11,19,2,230,B,900,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323740,674670,520083,Junction,T.V.N.P.,362749,unset,EH41BQ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.95897011058602,-3.223027677432823
520011,,Slight,1,1,07/08/2011,Sunday,7,August,11,10,0,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326090,673170,521580,Junction,Bus,362750,unset,EH89BZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.94586364877885,-3.1849853516553797
521511,,Slight,1,1,07/08/2011,Sunday,7,August,11,16,0,230,A,71,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,318470,670280,2578732,Segment,S.V.N.P.,362751,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.918670710980585,-3.306084994618537
521611,,Serious,1,2,08/08/2011,Monday,8,August,11,13,55,230,C,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,C,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,325130,674000,521067,Junction,Bus,362752,unset,EH21EX,Control by other authorised person,Zebra crossing,At scene,55.95317057870723,-3.200583357863078
522911,,Slight,2,1,06/08/2011,Saturday,6,August,11,11,45,230,A,199,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331350,672910,2106187,Segment,Cyclist,362753,unset,EH152NE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94430921177052,-3.1007168251827557
523611,,Serious,2,1,06/08/2011,Saturday,6,August,11,11,15,230,A,1,Single carriageway - 2 lanes,40,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331220,672910,521502,Junction,T.V.N.P.,362754,unset,EH153QH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9442906002352,-3.1027977939317735
523911,,Slight,2,2,08/08/2011,Monday,8,August,11,12,20,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326250,673800,521169,Junction,T.V.N.P.,362755,unset,EH88BH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.95154744837265,-3.182596653292798
524611,,Serious,1,1,08/08/2011,Monday,8,August,11,8,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322560,672460,559248,Segment,Pedestrian,362756,unset,EH112QE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.93892946393352,-3.2412872464486333
524811,,Fatal,2,1,09/08/2011,Tuesday,9,August,11,18,42,230,A,1140,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329030,674250,523440,Junction,Cyclist,362757,unset,EH76PX,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.956008979052996,-3.1382069171428304
525011,,Slight,1,1,09/08/2011,Tuesday,9,August,11,12,10,230,C,,Single carriageway - 2 lanes,20,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325670,673400,567153,Segment,Bus,362758,unset,EH11EJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.947864841143705,-3.1917720156768272
525111,,Slight,1,1,09/08/2011,Tuesday,9,August,11,12,15,230,A,8,Dual carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325650,673950,521088,Junction,Pedestrian,362759,unset,EH22BY,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.95280228713385,-3.192244039794633
525311,,Slight,1,1,09/08/2011,Tuesday,9,August,11,12,38,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,89,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,312140,672820,517558,Junction,Pedestrian,362760,unset,EH288SJ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.940369647891686,-3.408161576896893
525611,,Slight,2,1,09/08/2011,Tuesday,9,August,11,16,51,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,328650,670350,530125,Junction,Cyclist,362761,unset,EH164SZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.92091900096514,-3.143258858427917
525811,,Slight,2,1,09/08/2011,Tuesday,9,August,11,17,37,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,328630,670360,530125,Junction,T.V.N.P.,362762,unset,EH164SZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.92100586028071,-3.1435814557649064
526011,,Slight,1,1,09/08/2011,Tuesday,9,August,11,14,54,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325530,674100,520563,Junction,Pedestrian,362763,unset,EH22PA,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.95413109932878,-3.1942067831901624
527311,,Slight,3,1,06/08/2011,Saturday,6,August,11,3,21,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,313820,670700,12231764,Junction,M.V.N.P.,362764,unset,EH288RD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.92163188132516,-3.3805971818306166
528111,,Slight,1,1,07/08/2011,Sunday,7,August,11,17,30,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326800,675580,519478,Junction,Pedestrian,362765,unset,EH68NR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9676211336909,-3.174275290923555
528911,,Slight,1,1,10/08/2011,Wednesday,10,August,11,14,28,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325980,673490,569294,Segment,Bus,362766,unset,EH11NQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94872120366513,-3.186834134239199
529211,,Slight,2,2,10/08/2011,Wednesday,10,August,11,16,35,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,324380,675980,563652,Segment,T.V.N.P.,362767,unset,EH35PR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.97083876835684,-3.213147643331262
529411,,Slight,2,1,09/08/2011,Tuesday,9,August,11,15,1,230,A,900,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326540,675100,2578478,Segment,Bus,362768,unset,EH74NY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.96326962232296,-3.178308551103264
529611,,Slight,3,1,27/07/2011,Wednesday,27,July,11,17,25,230,Motorway,9,Dual carriageway - 2 lanes,70,Slip road,Give way sign or markings,A,800,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,313780,677030,0,Unset,M.V.N.P.,362467,unset,EH309SR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.978481633031464,-3.383263289125095
530311,,Slight,1,1,06/08/2011,Saturday,6,August,11,22,55,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,322560,669880,554753,Segment,S.V.N.P.,362769,unset,EH141DN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.915754154604464,-3.240546427391476
530711,,Slight,2,1,11/08/2011,Thursday,11,August,11,9,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,323820,675890,563649,Segment,T.V.N.P.,362770,unset,EH52DN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.969941698413095,-3.222092081633534
531511,,Serious,2,1,12/08/2011,Friday,12,August,11,10,32,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323510,671560,522276,Junction,T.V.N.P.,362771,unset,EH111NW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.930997296089345,-3.2258275711373083
531711,,Slight,1,1,11/08/2011,Thursday,11,August,11,21,50,230,A,8,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325220,673830,551202,Segment,Cyclist,362772,unset,EH22ER,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.95165753921468,-3.1990951926478144
532111,,Slight,1,1,11/08/2011,Thursday,11,August,11,15,40,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325960,673650,521166,Junction,Pedestrian,362773,unset,EH11LL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.950155370645525,-3.1871983000591655
535711,,Slight,1,1,13/08/2011,Saturday,13,August,11,17,15,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327660,674290,2306922,Segment,Pedestrian,362774,unset,EH76AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.956163692235435,-3.1601540802627213
535811,,Slight,1,1,13/08/2011,Saturday,13,August,11,12,50,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324510,673570,520884,Junction,Pedestrian,362775,unset,EH24RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94921086692736,-3.210389325103156
535911,,Serious,2,1,15/08/2011,Monday,15,August,11,8,45,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325090,676570,10310176,Segment,Cyclist,362776,unset,EH53EL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.97625001601363,-3.2019393478670155
536011,,Slight,1,1,13/08/2011,Saturday,13,August,11,16,0,230,B,900,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326180,675750,554120,Segment,Pedestrian,362777,unset,EH65BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.96905318224484,-3.1842522558879045
536211,,Slight,2,1,13/08/2011,Saturday,13,August,11,14,0,230,A,1,Single carriageway - 2 lanes,30,Multiple junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331100,672900,523752,Junction,Cyclist,362778,unset,EH153BA,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.944183558262544,-3.1047161280171585
536411,,Slight,2,1,14/08/2011,Sunday,14,August,11,15,25,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,312030,678230,3948649,Junction,T.V.N.P.,362779,unset,EH309XJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.988942164195336,-3.4116904988048944
537011,,Slight,1,2,13/08/2011,Saturday,13,August,11,16,7,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325770,674330,520590,Junction,Bus,362780,unset,EH13HP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.95623433075913,-3.190427561613959
537111,,Slight,2,1,13/08/2011,Saturday,13,August,11,12,58,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325150,673060,521460,Junction,T.V.N.P.,362781,unset,EH39HH,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.944729882973256,-3.200001891699519
537911,,Slight,1,1,14/08/2011,Sunday,14,August,11,18,0,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325860,673960,569270,Segment,Pedestrian,362782,unset,EH11TR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.95292460570076,-3.188884594861938
538611,,Slight,1,1,07/08/2011,Sunday,7,August,11,2,5,230,Unclassified,,One way Street,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,325610,673490,567186,Segment,Pedestrian,362783,unset,EH12EX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94866399824165,-3.192757379720086
539211,,Slight,2,3,15/08/2011,Monday,15,August,11,19,37,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326380,674880,520266,Junction,T.V.N.P.,362784,unset,EH75HP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.96126887108327,-3.1808107335292486
539411,,Slight,2,1,15/08/2011,Monday,15,August,11,21,25,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322280,671170,529564,Junction,T.V.N.P.,362785,unset,EH141QB,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.92729660090808,-3.245396601080111
540411,,Slight,1,2,16/08/2011,Tuesday,16,August,11,0,1,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,320490,668550,0,Unset,S.V.N.P.,362786,unset,EH146BA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.90346929848128,-3.27326386574793
540611,,Slight,2,1,05/08/2011,Friday,5,August,11,23,15,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,326090,674460,520665,Junction,Cyclist,362787,unset,EH13NQ,Control by other authorised person,Zebra crossing,At scene,55.95745149636133,-3.1853394478503874
541211,,Slight,3,1,16/08/2011,Tuesday,16,August,11,6,40,230,C,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327030,675220,519900,Junction,M.V.N.P.,362788,unset,EH68RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.96442235549646,-3.1704937998010405
541411,,Slight,2,1,15/08/2011,Monday,15,August,11,11,0,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329760,673300,523641,Junction,Bus,362789,unset,EH151ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.94758254408998,-3.1262702118138694
542211,,Slight,2,1,16/08/2011,Tuesday,16,August,11,13,48,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,321960,672450,521913,Junction,Cyclist,362790,unset,EH125SA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.93874249581859,-3.2508869849047968
542411,,Serious,2,1,16/08/2011,Tuesday,16,August,11,15,43,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328960,669850,0,Unset,T.V.N.P.,362791,unset,EH177RN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.916473428500936,-3.1381679479031246
543011,,Slight,2,1,16/08/2011,Tuesday,16,August,11,20,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,328400,674980,523317,Junction,Cyclist,362792,unset,EH76EP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.962472918266485,-3.1484887203989094
543111,,Slight,2,1,16/08/2011,Tuesday,16,August,11,13,56,230,Unclassified,,Single carriageway - 2 lanes,40,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312440,672230,12231704,Junction,T.V.N.P.,362793,unset,EH288PJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.935125016996444,-3.4031687398913797
